platform,komentar,timestamp
youtube,"Terima kasih mas Gibran sudah membuat video yang sangat menghibur di kolom komentar, Semangat terus  membuat video kocak!!!!",2025-05-01 19:19:32
youtube,"terima kasih mas Gibran, kehadiran anda memanasi tekad saya untuk meraih pendidikan lebih tinggi biar bisa ngata2in lebih kritis dan masuk akal",2025-05-01 19:19:32
youtube,"Peradaban bangsa Indonesia juga baru 1 kali punya wapres kaya lu, wapres yg dicariin kerja sama bapaknya. Semoga ga kejadian lagi",2025-05-01 19:19:32
youtube,"Lanjutkan mas gibran.. Kami gen z mendukung penuh smpean, abaikan orang2 yg nyinyir ",2025-05-01 19:19:32
youtube,"Saya cuma paus video nya dan baca komentar nya ,karna itu lebih real dari semua pandangan sebenarnya ",2025-05-01 19:19:32
youtube,"“Ya Allah, sungguh kami berlindung kepada-Mu dari pemimpin yang kekanak-kanakan dan dari pemimpin yang bodoh.” (HR. Bukhari dalam Adabul Mufrad). Aamiin ya mujiibassailiin ",2025-05-01 19:19:32
youtube,"Dengan menonton video ini kita jadi lebih tahu bagaimana orang yang tidak memiliki kapabilitas apapun mencoba mengajarkan orang lain yang lebih pintar dan paham akan segala hal. Layaknya mencoba mengajarkan cara berenang kepada para² ikan. Jadi cukup 5 tahun aja. Jangan mencoba lebih dari itu. Cukup 10 tahun yang lalu, rakyat sengsara lahir dan batin",2025-05-01 19:19:32
youtube,"Semangat mas wapres , Anak muda harus buktikan untuk kemajuan Bangsa ",2025-05-01 19:19:32
youtube,Lebih tertarik baca komentar drpda isi videonya ,2025-05-01 19:19:36
youtube,"Next bikin video komentar kenapa 103 jendral, 73 laksamana, 66 marsekal, 91 kolonel purnawirawan minta lo turun jd wapres yaaa mas gibran",2025-05-01 19:19:36
youtube,"aku sampe sini langsung pause vidoenya, lanjut ke sesi komentarnya, mantap",2025-05-01 19:19:36
youtube,Mampir karena penasaran. Kapan-kapan aja play videonya ,2025-05-01 19:19:36
youtube,"Dengan bantuan bapak saya yakin akan memporak porandakan Indonesia, malu mas malu udah! Please akuin fakta dilapangan tentang anda ",2025-05-01 19:19:36
youtube,Kesini cuma mau unlike ada? ,2025-05-01 19:19:36
youtube,"guys stop komen fakta, gw capek ngelike nya ",2025-05-01 19:19:36
youtube,"pak wapres, bagus sadar kita ada bonus demografi tapi AI bisa jadi memmbuat bonus demografi suatu negara malah jadi bencana, sekarang aja udah ada pabrik2 yang full otomatis robot, mobil tanpa supir, humanoid robot, robot perang, robot serangga, Costumer Service robot, dst....yang jadi tantangan ialah mau seperti diapakan bonus demografi,
selain kelebihan kita jg harus mengenali kekurangan2 kita beserta risikonya untuk kemudian diambil kebijakan terbaik.",2025-05-01 19:19:36
youtube,"Aku beruntung banget, lahir di keluarga yang suka baca. Tapi heran ga sih?
Orang yang ga suka baca malah jadi Presiden dan Wakil Presiden.",2025-05-01 19:19:36
youtube,"ngarep bonus demografi di dalam gamplay dark sistem yang yang carut marut, menghadapi koruptor takut , takut menegakan keadilan , lapangan kerja susah, ngimpi!",2025-05-01 19:19:36
youtube,"Kampanye Pilpres pakai AI,
Kampanye MBG pakai AI,
Tau2 mau pansos boomingnya film animasi Jumbo karya anak bangsa yang tidak pakai AI, WTF !!!!",2025-05-01 19:19:36
youtube,Mantap Gibran wakil presiden yg paling pintar semangat,2025-05-01 19:19:36
youtube,"Gaya bicaranya sesuai kecerdasannya, banyak ilmunya karena banyak buku yang dibacanya, Engkau memang hebat mas Anis Baswedan Baswedan",2025-05-01 19:19:36
youtube,Datang cuma buat klik dislike doang angkat tangan,2025-05-01 19:19:36
youtube,"Aing nyerah. Sejauh aing scroll kebawah, gak nemu satupun komen positif.",2025-05-01 19:19:36
youtube,"Emosi Netizen udah dapet, tinggal emosi Editor nya aja ini mah ",2025-05-01 19:19:36
youtube,"argumentasi yang dijelaskan sangat bagus gaperlu fafufafu ataupun omon omon, langsung ke intinya dan sangat mudah dimengerti. mantap dan sukses selalu pak rocky gerung",2025-05-01 19:19:36
youtube,"Semangat editor, kalian sungguh bekerja keras mengahadapi muka tembok ini berjam jam selama ngedit ",2025-05-01 19:19:36
youtube,wow video ini sangat menginspirasi saya untuk pindah kewarganegaraan,2025-05-01 19:19:36
youtube,"Maju terus mas Gibran, yg komen rata² warga RT 16 RW 24, itu mah isinya warga ogdj. Gak usah didengerin orang orang stress",2025-05-01 19:19:36
youtube,"Berfikir inovatif, cerdas dan revolusioner dalam berfikir dengan narasi yg tertata secara intelektual.
Keren Anies Baswedan ",2025-05-01 19:19:41
youtube,"Melihat mayoritas isi komen nya, seperti ada secerah harapan. Ternyata masih bnyk yg ""waras"" dan kritis di Indonesia ku. Kita sbnrnya resah dengan negeri kita, prihatin dan hampir putus harapan",2025-05-01 19:19:41
youtube,"Gausah bawa2 ""Jumbo"", kalian PEMERINTAH sama sekali tidak ada partisipasi didalamnya justru kalian yg bikin indrustri animasi di indonesia itu mati, bahkan untuk animasi propanganda makan siang gratis aja kalian pakai AI",2025-05-01 19:19:41
youtube,"Mohon maaf ya..., Kualitas sangat berbanding dengan pengalaman

Percayalah bang ",2025-05-01 19:19:41
youtube,Akhirnya Pak Ma'ruf Amien yg jarang terdengar kiprahnya selama menjabat terlihat jauh lebih berkualitas dibanding si anak yang dicarikan kerja sama bapaknya ini.,2025-05-01 19:19:41
youtube,"anda tidak mencontohkan seperti yg anda bicarakan... anda bukan pekerja keras...anda bukan pekerja keras, anda memulai dari atas...semua sudah di siapkan..pekerjaan sudah di siapkan, modal sudah di siapkan...jabatan sudah di siapkan....usaha anda banyak yg bangkrut...coba bagaimana anda meyakinkan anak muda generasi muda...sedangkan anda tidak pernah susah dan bukan seorang petarung tanggunh.",2025-05-01 19:19:41
youtube,"Ini membuktikan 2 hal:
1. Memimpin membutuhkan skill yang minimal cukuplah.
2. Memilih pemimpin juga membutuhkan skill yang cukup.",2025-05-01 19:19:41
youtube,"Bagi Penonton:
Like (Suka):
Menunjukkan bahwa penonton menyukai video tersebut. Ini bisa jadi cara untuk menyimpan video favorit atau mendukung kreator.

Dislike (Tidak Suka):
Menunjukkan bahwa penonton kurang menyukai isi video. Meski jumlah dislike tidak ditampilkan secara publik sejak 2021, ini tetap dikirim ke YouTube dan kreator bisa melihatnya di statistik.

(sumber Chat GPT)",2025-05-01 19:19:41
youtube,Ini ngeditnya pakai AI ga bang,2025-05-01 19:19:41
youtube,"Video nya sudah sesuai ekspektasi saya kpd Gibran

 Nol Gagasan ",2025-05-01 19:19:41
youtube,"Salut sama timnya mulai dari kameramen, editor, dll, pasti cape bgtt nge gendong 1 orang biar keliatan pinter",2025-05-01 19:19:41
youtube,Komentarnya 54rb lebih hampir 99% hujatan terhadap kosongnya isi video wapres ini.. Tapi yang ngelike 125rb.. Kok ga komen cuma ngelike??,2025-05-01 19:19:41
youtube,"saran aja sih mundur aja dari jabatan wakil presiden, karena sudah merusak konstitusi negara",2025-05-01 19:19:41
youtube,"suka bgt liat mas Gibran, begonya natural",2025-05-01 19:19:41
youtube,"Halo AI, tolong analisa video diatas.
AI : Video ini tampaknya ingin terlihat dalam dan filosofis, tapi malah tenggelam dalam retorika kosong. Visual dramatis dan musik intens terasa seperti upaya menutupi minimnya substansi. Tidak ada argumen logis, data, atau kerangka teori—hanya opini yang dikemas estetik. Cocok untuk yang suka gaya, tapi sayangnya miskin isi. Ilusi kedalaman, bukan kedalaman itu sendiri.",2025-05-01 19:19:41
youtube,"jujur gua selama sebulan ini insomnia terus, thx bgt dengan adanya video ini jadi gampang tidur ",2025-05-01 19:19:41
youtube,"Pilpres belum setahun berlalu, daya ingat netizen masih fresh, proses pencalonan Gibran, jadi apapun yg dikatakan Gibran mengenai anak muda pasti anak muda akan geleng2. 
Mengenai AI aku suka hasil Dr. Rismon dan Roy Suryo",2025-05-01 19:19:41
youtube,"tampil untuk dipuja ×
tampil untuk dihujat✓",2025-05-01 19:19:41
youtube,Disini banyak yang cuma mau lihat komen dan tidak tertarik sama tayangan apa diatas itu.aku yakin,2025-05-01 19:19:41
youtube," bagus mas wapres.  dengan  begini saya makin yakin anda  bener2 KOSONG. coba belajar voice acting dulu mas,supaya kalimat  nya itu  bernyawa  dan pesannya  bisa tersampaikan dg  baik. kalau begini kan seperti baca koran aja. indonesia lebih terang ???  mau diterangin gimana, la wong udah dibuat gelap oleh keluargamu dg ngacak2 konstutusi. otomatis Indonesia GELAP krn kehadiran anda dan keluarga  melumpuhkan konstitusi . hebat ! ",2025-05-01 19:19:41
youtube,"Yang datang kesini cuman buat :
1. Dislike
2. Jedain videonya
3. Sambil Baca komen",2025-05-01 19:19:46
youtube,"Terima kasih Mas Gibran, sudah bisa menginspirasi teman saya yang sudah lumpuh 10 tahun untuk berdiri dan berjalan lagi hanya untuk mengepause dan mendislike video ini.",2025-05-01 19:19:46
youtube,Stop bringing jumbo to your own agenda! THEY NEVER USE AI. THOSE ARE ANIMATORS WHO WORKING HARD IN 5 YEARS!,2025-05-01 19:19:46
youtube,"komentar2nya semua sangat membangun,... terimakasih editor, bagus editannya,.. isinya??     hmmmm",2025-05-01 19:19:46
youtube,Indonesia tidak hanya sepak bola saja bapak. Banyak sekali sektor-sektor lain yang lebih penting untuk dimajukan. Generasi emas dimulai dari pendidikan yang unggul dan baik. Juga dimulai dari pemerintahan yang beradab dan amanah.,2025-05-01 19:19:46
youtube,"Begitu berat ujian bangsa ini hrs menerima wapres sprt ini..semoga bangsa ini diberi ketabahan dan kekuatan.dari Sabang sampe Merauke..ibarat kata membeli kucing dlm karung...dan kucing itu ngeang ngeong TDK tentu arah,bahkan TDK ngerti maksud dan arti apa yg SDH  kluar dari mulutnya .",2025-05-01 19:19:46
youtube,"Contoh anak muda yang berhasil mendapatkan jabatan tanpa perjuangan dan prestasi, tanpa pendidikan yang mumpuni, memang hebat karena akan tercatat dalam sejarah Indonesia sepanjang masa.apa pantas dijadikan contoh oleh generasi muda Indonesia kedepan?",2025-05-01 19:19:46
youtube,"Mantap pemuda ini , cerdas pintar dan berkualitas bangga indonesia punya peminpin muda ,mudah2N indo jadi negara kerajaan yang di pimpin mulyono dan keturunan nya jadi presiden semua , ayo kita sumbangkan uang kita untuk keluaga ini supaya sejahtera sudah terwakili mas gibran pasti utusan tuhan untuk mensejahterakan indonesia ,jangan main2 ke raja jawa ini , --> tekan jempol terbalik untuk argumen saya dengan logika terbalik  yang setuju ",2025-05-01 19:19:46
youtube,"Siapa di sini yg pencet , trus bacain komen sambil nge-mute videonya? ",2025-05-01 19:19:46
youtube,"Kalau di tik tok video ini pasti banya pujian dan sanjungan .tp jangan harap kau akan dapatkan dari netizen pengguna you tube,karena banyak yg waras disini.",2025-05-01 19:19:46
youtube,"Baru x ini ada wakil presiden yang sangat jelas tidak ada wibawanya sama sekali bagi rakyat,kaya gini mau jadi presiden 2029-2034?mau dibawa kemana negeri ini.",2025-05-01 19:19:46
youtube,"Tenang Mas Wapres.., Semakin tinggi pohon, semakin kencang anginnya...
Kami di dunia nyata mendukungmu..., cita2 yg baik untuk membawa Indonesia emas...",2025-05-01 19:19:46
youtube,"“Fake likes” yang sedemikian masif menggambarkan betapa yg diperdulikan adalah “citranya” bukan keresahan mengapa masyarakat sampai mendislike video beliau.

Entah siapa yg membiayai, Karena jika ditanya, negara akan berkilah dan bilang “itu adalah suara rakyat.”

Bagaimana bisa isi kolom komentar dipenuhi dengan hujatan, tapi video tersebut di sukai sedemikian banyak hanya dalam waktu singkat?

Mereka pikir kita bego?",2025-05-01 19:19:46
youtube,"Dihina tdk tumbang , dipuji tdk pantas baaaang ...",2025-05-01 19:19:46
youtube,(Berkata kata kasar tapi sambil senyum) ,2025-05-01 19:19:46
youtube,"Rakyat tertib pajak
Pejabat minim korup

Semoga Indonesia bisa ",2025-05-01 19:19:46
youtube,setuju dg petisi para purnawirawan untuk memakzulkan anak haram konstitusi.. Siapa lagi yg setuju?,2025-05-01 19:19:46
youtube,"Alhamdulillah, terimakasih Bj Habibie",2025-05-01 19:19:46
youtube,"Jika Anda merasa tidak berguna dan hanya beban, lihatlah wapres ini, niscaya Anda akan merasa jauh lebih baik.",2025-05-01 19:19:46
youtube,"Video yg ditujukan untuk pembuatnya sendiri, Semangat Bran ",2025-05-01 19:19:46
youtube,"“pemerintah tidak dapat bekerja sendirian”, tapi giliran seneng2, ga mau ajak rakyatnya",2025-05-01 19:19:52
youtube,Indonesia butuh banyak orang jujur dan beradab. Bukan yg menghalalkan semua cara untuk ambisi diri.,2025-05-01 19:19:52
youtube,"Mata emang gk bisa bohong ya, kelihatan sekali lagi baca teks dan isi video kebanyakan seputar informasi tanpa ada Solusi, solusi kongkrit yang bisa langsung dieksekusi dalam jangka waktu dekat. Bonus demografi jika tidak bisa dimanfaatkan dgn tepat dapat menjadi malapetaka buat negeri. PR pemerintah nih dalam hal ini, harus dimulai dari sekarang dengan pemerataan pendidikan & pelatihan yg berkualitas di seluruh Indonesia, pembukaan lapangan pekerjaan sebesar-besarnya. Jika mendukung animasi dalam negeri mulai galakan ekonomi kreatif lebih giat lagi agar tercipta lapangan pekerjaan bagi para animator dan meminimalisir pengunaan AI dalam desain (terutama desain yang terhubung dengan pemerintahan) dan masih banyak lagi yang harus dilakukan pemerintahan agar bonus demografi tidak berdampak buruk bagi negara ini.",2025-05-01 19:19:52
youtube,"Hebat !! Di hina tak tumbang, dipuji tak mungkin",2025-05-01 19:19:52
youtube,the power of bapakkk manusia sekosong ini bisa jadi wapres,2025-05-01 19:19:52
youtube,"""Pemerintah tidak akan dapat melakukan pembangunan sendirian. Pemerintah tidak akan dapat bekerja sendirian dalam mewujudkan kemajuan negeri yang kita cintai""
one question, emangnya pemerintah mau dengerin warganya? Diberi masukan sama warganya aja, warganya disiramin air, dihajar habis habisan, dan dikasih gas air mata. Yang kritik diterror, giliran lapor ke pemerintah terkait terrornya reaksinya malah bercanda yang kelewat batas. Kalau mau kaya narasi yang disampaikan, sekarang pemerintah tinggal pilih aja, mau terus ngikutin dan dengerin gengnya aja yang kemungkinan besar penuh keserakahan atau lihat realitas yang ada dan maju kedepan.",2025-05-01 19:19:52
youtube,"Ke kampus pak, bahas bahaya hatespeech akun kaskus Fufufafa terhadapa etika bermedia sosial ",2025-05-01 19:19:52
youtube,"Is it true that you will make Indonesia proud in 2045, take care of the children in Papua so that they are smart, fix the damaged roads immediately, and make Indonesian films better, don't use AI, there are many smart film editors here and make Indonesia a golden country in 2045, not an anxious country, what is proud is the people, not your corruption, one word for you, Gibran, ""DON'T LET INDONESIA BECOME A POOR COUNTRY"" that's all and thank you  you genius",2025-05-01 19:19:52
youtube,Salut sama ketidakmaluannya,2025-05-01 19:19:52
youtube,"My wapres titipan, sang raja fomo",2025-05-01 19:19:52
youtube,Kebanyakan yang kesini cuma hujat.. tapi emang mau ngarepin apa lagi ya dari video ini ,2025-05-01 19:19:52
youtube,"Ini editornya tau banget kalo gibran baik visual dan verbalnya gak menarik, jadi ditimpa ini itu, vidionya dibikin estetik.

Padahal atulah fokus aja dia ngomongin apa sih.",2025-05-01 19:19:52
youtube,"Mas Gibran, kalo bisa membaca, dibaca ya comment rakyatmu ini. Kalo kebanyakan menghujat, berarti Mas ga berguna dan ga dibutuhkan.",2025-05-01 19:19:52
youtube,Satu keluarga sudah  bertahun2 merasakan kenyamanan  cuma rakyat yg dapat kesengsaraan,2025-05-01 19:19:52
youtube,"Kebiasaan jdi benalu, pas ada momen film animasi yg lgi hype langsung riding the wave wkwkwk pdhl dia aja dukung penggunaan AI di dunia kreatif. Kocak lu gib",2025-05-01 19:19:52
youtube,"Aneh rata² yang komen pada ga senang,tapi like nya kok bnyk ya ",2025-05-01 19:19:52
youtube,Gibran ga sadar para kreator animasi menentang adanya AI,2025-05-01 19:19:52
youtube,Lorem ipsumnya ga dibaca dek?,2025-05-01 19:19:52
youtube,"Benar-benar lulusan Luar Negeri yang diidolakan Anak-anak Muda semua....
Terimakasih Doktor Anies Baswedan",2025-05-01 19:19:52
youtube,Pak arah pembicaraannya ini kemana?????,2025-05-01 19:19:52
youtube,"Setelah beberapa lama saya scroll kolom komen, saat itu juga saya sadar bahwa bangsa ini masih memiliki harapan untuk dipimpin oleh orang2 yang capable",2025-05-01 19:19:57
youtube,"Saran buat gibran !!!dari kami pelosok indonesia""hai gibran sadarlah dan buka matamu ,,,bnyk sekali orang yg tidak suka dengan anda...coba lihat dislike dan comment negatif....sy berharap anda bersikap ksatria terima kebenaran,,negara ini bukan RT dan tidak bisa di buat sepele",2025-05-01 19:19:57
youtube,"Kangen era fufufafa, lebih natural ",2025-05-01 19:19:57
youtube,"Isi videonya motivasi untuk anak muda agar selalu bergerak maju dan membangun bangsa, isi komen pesimis dan penuh kebencian. Potret masyarakat indonesia yang selalu merendahkan dan merasa diri paling benar, sangat mudah si giring oleh elit serta tidak bisa menilai secara objektif ",2025-05-01 19:19:57
youtube,"Mimpi apa bangsa ini sampai pada titik memprihatinkan ini, ya Allah ya Rabb ampuni kami, bantu kami,keluarkan kami dari kenistaan ini",2025-05-01 19:19:57
youtube,"salah satu peran pemerintah dalam menghadapi generasi muda adalah mematikan kreativitas dan kesempatan kerja industri kreatif para lokal artis commis, 3D designer, pelukis, digital designer dll dengan gencar mempromosikan produk AI.

Menggambar melukis itu untuk mengekspresikan diri, mengeluarkan perasaan, emosi dari dalam diri. Tanpa ragu-ragu mewarnai, menggoreskan kuas, menjadi diri sendiri yang bebas.
Karena kalau ragu-ragu itu tidak lagi menjadi karya yang sempurna, karena ada perasaan yang tertahan, takut salah, bingung, dll.
Seperti menari dan menyanyi juga.
Seni harus ada dalam kehidupan ini untuk menjaga diri kita agar tetap waras.

Sedangkan AI akan menghilangkan proses panjang itu semua. Menghilangkan proses memahami diri sendiri, menyusun pesan, menyampaikan perasaan, mengekspresikan diri.
Ada proses gagal, salah, diperbaiki, mencari referensi, berpikir, memilih, menentukan mana yang lebih baik, sampai menentukan udah sampai disini sudah cukup hasilnya bagus dan merasa bangga.

AI generated image itu secara etika sangat melukai human artist & menghalangi manusia menjadi manusia.

Dalam seni dan dalam hidup ini yang paling penting adalah 

itulah esensi kehidupan, dari kita lahir hingga mati, tidak instan, bukan karbitan. tidak ada jalan pintas. semua dijalani satu persatu. perlahan.",2025-05-01 19:19:57
youtube,"kmaren bilang yg ga ikut pake AI kemunduran, kok skrg bawa2 Jumbo?

ga bisa pak, ga bisa. anda saja tidak mendukung industri kreatif dengan statement yg mendorong penggunaan generative AI yang dalam dunia kreatif sangat tidak etis.",2025-05-01 19:19:57
youtube,"G : ""Pak, mas pengen kerja""
J : ""Tenang, sudah bapak siapin""",2025-05-01 19:19:57
youtube,"Luar biasa paman MK Anwar Usman  & pak'e jokowi Terima kasih telah meloloskan keponakan & pewaris tahta. Meski hrs mengubah UU demi memuluskan jalannya menjadi wapres termuda dalam sejarah RI. 
Kami menunggu kapan pengadilan dunia/akhirat itu akan tiba?",2025-05-01 19:19:57
youtube,"Said gibran ""Era kompetisi saat ini bukan siapa yang paling kuat, tetapi siapa yang paling cepat beradaptasi"". 

Said realita ""Di era kompetisi ini bukan siapa yang paling kuat, tetapi siapa yang paling cepat dirangkul oleh orang orang dalam untuk menyelamatkan karir dan hidup anda""",2025-05-01 19:19:57
youtube,Beli like bjir,2025-05-01 19:19:57
youtube,1 menit belum sudah saya pause. Lebih suka baca komen netizen .. lebih berbobot dibanding narasi yang dibuat AI. Mas ini take video ngabisin berapa minggu ya?,2025-05-01 19:19:57
youtube,"Mas Wapres, tolong jangan ditutup ya channelnya. Aku suka deh lihat komen-komennya ",2025-05-01 19:19:57
youtube,Disini gk ada buzzer guys wkwkwkw kasihan,2025-05-01 19:19:57
youtube,"AI memang bukan ancaman, karena Pak Joko adalah ancaman yg sebenarnya!",2025-05-01 19:19:57
youtube,Sehat semangat wapreskudoa terbaik dari rakyat yg mencitai kerja mas wapresabaikan yg tdk penting,2025-05-01 19:19:57
youtube,"Dalam Sujud Terakhir ku setiap Sholat 5 waktu atau sholat Tahajjud aku selalu berdoa dan doa ku selalu ku ulang2, ya Alloh Wapres  Tolong di ganti ya Alloh ",2025-05-01 19:19:57
youtube,Salah satu quote yg sangat menginspirasi beliau: WE WOK DE TOK NOT ONLE TOK DE TOK ,2025-05-01 19:19:57
youtube,"Langkah² dalam menonton video ini :
- pause video
- dislike videonya
- buka komentar
- like komentar.
Terakhir videonya direport ",2025-05-01 19:19:57
youtube,"PERKATAAN BURUK KITA DALAM LISAN MAUPUN TULISAN AKAN DIPERTANGGUNG JAWABKAN KELAK DI AKHIRAT, LEBIH BAIK KITA DOAKAN YANG TERBAIK BAGI SELURUH PEMIMPIN DI NEGARA KITA TERCINTA AGAR MENJADI PEMIMPIN YANG JUJUR DAN AMANAH AGAR KITA SEBAGAI RAKYAT DAPAT HIDUP AMAN, TENTRAM, DAN SEJAHTERA.",2025-05-01 19:19:57
youtube,"Kayaknya dia ga pernah baca komen di semua akunnya ya, makanya sampe sekarang masih gak tau malu  ini bener2 definisi dari ""dihina tak tumbang"" ",2025-05-01 19:20:03
youtube,"beliau ini ngomongin animasi di Indonesia, padahal sendirinya sama sekali gak ada dukungan buat animator Indonesia dan memilih pakai AI, giliran animator Indonesia sukses dengan animasinya tanpa AI, beliau ini baru memuji hasilnya, minimal jangan cari muka atas kesuksesan akan sesuatu, malu maluin asli  

sama tambahan lagi, semua yang diomongin beliau ini bullshit, Indonesia emas itu nggak akan terjadi, kenapa? pikir aja sendiri, kan harusnya orang pemerintahan pinter2 ya, nggak mungkin dong ijazah nya palsu :D",2025-05-01 19:20:03
youtube,"buka YouTube - cari channel Gibran - buka video terbaru - video baru 3 detik langsung PAUSE - lanjut baca komen. 


siapa yang begini? ",2025-05-01 19:20:03
youtube,"Mau nonton videonya, eh kepleset disini,
Jadi sedih banget liat kolom komen ... 

Seperti lihat emak komplek ngomelin kang sayur yg dagangannya gak komplit ... wk...hiks",2025-05-01 19:20:03
youtube,"Selama bapak kalian punya kuasa, paman kalian punya jabatan, masa depan emas pasti kalian dapatkan. Itu!!!",2025-05-01 19:20:03
youtube,"Ngomongin Industri Animasi Anak Bangsa karena film 'Jumbo' laris rame padahal dirinya kampanye pake AI dan ngucapin Idul Fitri pake AI dengan nyomot dari film 'Dune'

Kok jadi orang udh FOMO, Karbit, dan gatau malu pula",2025-05-01 19:20:03
youtube,"Sebuah tips :

1. Pause
2. Dislike 
3. Baca komen 

Semoga bermanfaat",2025-05-01 19:20:03
youtube,"Semoga khusnul khotimah...
Diterima di sisinya.. Mass",2025-05-01 19:20:03
youtube,Senengnya baca komentar dari pada liat videonnya ,2025-05-01 19:20:03
youtube,"bonus dari bapak 
bonus mengacak-acak MK ",2025-05-01 19:20:03
youtube,BUAT YANG KEPO AMA DISLIKE NYA. SAAT INI DI ANGKA 45RIBU DISLIKE. TERIMA KASIH,2025-05-01 19:20:03
youtube,"Komentar komentar nya pedes pedes ngalahin sambel pake cabe 2kg , terlepas apapun itu saya lebih suka anak anak muda memegang estafet bangsa ini , karna faktanya 70 tahu  generasi tua yang megang Indonesia belum signifikan, ayo anak anak muda yang berprestasi,yang punya kapasitas, kapabilitas kalian NEXT estafet Indonesia,  NKRI harga mati",2025-05-01 19:20:03
youtube,"Udah puluhan komentar yang saya baca. Semuanya bernada negatif. Dengan ratusan reply yang senada. Sepertinya masyarakat udah muak banget sama mas -mas satu ini. 
Kalau nanti tiba2 ada banyak komen positif, percayalah itu adalah buzzer. Belasan jam tayang, hampir 100% komennya negatif semua",2025-05-01 19:20:03
youtube,"Diajak diskusi ke kampus kampus gak berani, giliran bikin video mah gercep, ups lupa liat skrip sih ya ",2025-05-01 19:20:03
youtube,"Salah satu prestasi saya: Mampu nonton video ini sampai selesai.

Bentar lagi mau self reward. Minum yang manis-manis. Soalnya habis mual.",2025-05-01 19:20:03
youtube,Indonesia berasa berada di oinggir jurang sejak bapak mu ke jkt .. !!!,2025-05-01 19:20:03
youtube,wallahi we are finished ,2025-05-01 19:20:03
youtube,"Dislike Lo 20k
Like cuma 2k modal buzzer 
Wapres sampah",2025-05-01 19:20:03
youtube,"Sekali-kali lihat kamera mas, jangan baca terus",2025-05-01 19:20:03
youtube,"Negara lain udah 10G Indonesia masih sibuk bahas ijazah palsu.
Ayok dari Sabang - Merauke kita manfaatkan BONUS DEMOGRAFI.
Ini kesempatan kita mencetak sejarah buat anak cucu kita nanti.",2025-05-01 19:20:03
youtube,"Puji syukur kehadirat Tuhan yang maha esa, aku ga ikutan milih doi waktu pemilu, jadi ga merasa bersalah sama bangsa ini. Terima kasih Tuhan masih memberikan aku pemikiran yang lebih jernih ",2025-05-01 19:20:09
youtube,"Cocok buat orang yang engga bisa tidur, boleh di coba nonton ini, dijamin ngantuk",2025-05-01 19:20:09
youtube,"Pas pak Prabowo bilang: ""Kadang orang pinter malah ga jadi apa²"" berasa mikir oh iya ya, ga punya ordal, ga ada jalur ordal yang bisa diandalkan, yang bisa tabrak² aturan, sehingga kepintaran anak muda Indonesia ada harganya, terlihat kwalitasnya",2025-05-01 19:20:09
youtube,Hehehe.. kalau kerja aja dicariin Bapak ngomong ttg peran generasi muda ya gmn yah ,2025-05-01 19:20:09
youtube, Alhamdulillah warga netizen kompak. Sekarang waktunya Kita sadarkan orang2 tua yang dicuci otaknya karena cuma nonton tv. Karena jumlah mereka banyak sebagai pemilih. Oiya sama titip warga tiktok juga. Trims.,2025-05-01 19:20:09
youtube,"Yg paling disesalkan adalah, kenapa orang ini confident bgt dengan nol kemampuan di atas rata rata",2025-05-01 19:20:09
youtube,Bapakmu hebat dalam mendidikmu menjadi sosok yang tidak tau malu ,2025-05-01 19:20:09
youtube,Semoga generasi mudah makin ke depan untuk kemajuan indonesia,2025-05-01 19:20:09
youtube,"makin Yakin anak gw harus hanyak baca buku biar kaya Bung Hatta ada kharismanya sbagai pemimpin,,,ga kaya wapres yg dicariin bapaknya",2025-05-01 19:20:09
youtube,"Mas, fyi anda adalah contoh matinya meristokrasi di negara kita.

Hobi komentarin semua pencapaian dan keberhasilan orang lain dan mengkreditnya seolah-olah itu semua terjadi karena jasa anda ",2025-05-01 19:20:09
youtube,"31 ribu DISLIKE, YUK BISA  YUK TEMBUSIN 100 RB DISILKE, SEBELUM ""GTA 6 RILIS"" ",2025-05-01 19:20:09
youtube,Mas next jabarkan langkah pemerintah yg konkrit nyata. Lalu systemnya bagaimana?,2025-05-01 19:20:09
youtube,"Kerjaan bapak cuma datang kunjungan ke acara peresmian/pameran celingak celinguk muter muter bentar, ga ada kata sambutan, trus pulang, amazing wkwkwkwk",2025-05-01 19:20:09
youtube,dateng - pause video (biar ga brisik) - baca komen : itu saya,2025-05-01 19:20:09
youtube,Mending ngelike cuitan fufufafa lebih lucu daripada konten ini,2025-05-01 19:20:09
youtube,"ALLAHUMMA INNI A’UDZUBIKA MIN IMAAROTISSHIBYAAN WAS SUFAHAA’.

Artinya: “Ya Allah, sungguh kami berlindung kepada-Mu dari pemimpin yang kekanak-kanakan dan dari pemimpin yang bodoh.” (Ini adalah doa dari Abu Hurairah radhiyallahu ‘anhu, disebutkan oleh Imam Al-Bukhari dalam Al-Adab Al-Mufrad, no. 66)",2025-05-01 19:20:09
youtube,"Saya setelah nonton full video ini & mendengar dengan sepenuh hati seluruh perkataannya, saya merasa menjadi tambah cerdas dan brilian bagaikan AI, seperti sehabis mengkonsumsi MBG 58 porsi & dilengkapi minuman Asam Sulfat yg penuh nutrisi.
Terima kasih agan Fufufafa ",2025-05-01 19:20:09
youtube,"sungguh orang yang kuat.
(kuat rasa malu nya)",2025-05-01 19:20:09
youtube,"Pak wapres , lgsg saja seminar dikampus atau didepan para pengusaha, tdk semua suka liat konten soalnya",2025-05-01 19:20:09
