platform,komentar,timestamp
instagram,Amati tiru dan perbaiki️,2025-05-02 16:58:22
instagram,thankyou bang ferry,2025-05-02 16:58:22
instagram,Gokssss,2025-05-02 16:58:22
instagram,KING!,2025-05-02 16:58:22
instagram,"saya suka video ini, membuat saya yg kosong terisi tapi,
saya lebih suka video yang versi sebelah, walau video sebelah cuma berdurasi 6 menit tetapi, saking hebatnya cuma butuh kurang dari 3 menit untuk membuat saya tertidur ",2025-05-02 16:58:22
instagram,"Ini baru Keren.....
Beda jauh sama Monolog mas Wapres",2025-05-02 16:58:22
instagram,Menonton dengan santai,2025-05-02 16:58:22
instagram,12:00 Intinya  ,2025-05-02 16:58:22
instagram,Yg original lebih++ dari segi apapun  ,2025-05-02 16:58:22
instagram,Sebelum koruptor di hukum mati.negara kita tidak akan menjadi negara maju. Jangan bantah ini.!,2025-05-02 16:58:22
instagram,"Jangan Harap Pemerintah bisa memanfaatkan Bonus demografi ini dengan baik,,Sementara Wamenaker pernah berkata ""Kabur sajalah,,kalau perlu jangan balik lagi hi hi hi"" kepada Orang orang yg Keluar negri untuk bekerja/menuntut ilmu (Bukan Untuk liburan)
Yang secara tidak langsung membuat masyarakat indonesia yang produktif serta berintelektual menjadi malas berinovasi untuk negri sendiri",2025-05-02 16:58:22
instagram,Saya dukung penuh Indonesia emas 2045 H,2025-05-02 16:58:29
instagram,"Sumpah, nonton ini lebih berasa dagingnya ketimbang yg itu",2025-05-02 16:58:29
instagram, Subhanallah Alhamdulillah sehat selalu dan selalu SUKSES BAROKAH Mas Gibran Rakabuming Raka Aamiin Aamiin Aamiin yrb,2025-05-02 16:58:29
instagram,"Ini baru terjabar jelas, yg satunya baku bgt gak jelas pointnya, bonus demografi aja gak dijelasin artinya apa, padahal main pointnya kan itu klo dasarnya gak dijelasin ya gak bakal dapet pointnya sampe akhir ",2025-05-02 16:58:29
instagram,Lah iki ,2025-05-02 16:58:29
instagram,"Kalau pemerintah sadar dan memahami tentang bonus demografi harusnya tidak ada rangkap jabatan yg begitu banyak
Dengan banyaknya rangkap jabatan jadinya menghilangkan kesempatan yg lain buat berkarya",2025-05-02 16:58:29
instagram,"13:34 di sistem politiknya sih bang,selama yg berkuasa adl partai ,maka politik “balas budi” bkal terus ada,dan posisi2 strategis yg harusnya diisi orang2 kompeten di bidangnya juga cuma jadi “hadiah” dan malah diisi ama orang2 yg dijanjikan “hadiah” itu,dan praktek “suap-menyuap” juga bkal trus ada,apalagi korupsi,
belum ormas2 yg sengaja dipelihara si partai nya juga,yg bkin investor kabur,jd ga ada lowker baru,rakyat jd miskin dan seterusnya kayak efek domino

Capek dah emang ",2025-05-02 16:58:29
instagram,Kelass,2025-05-02 16:58:29
instagram,"Oke bang makasih penjelasan nya, gibran hebat abang juga hebat.",2025-05-02 16:58:29
instagram,12:31 ini isi hati ku yg terdalam,2025-05-02 16:58:29
instagram,tolong suarakan berhenti ikut pemilu. sumpah demi tuhan anda semua ikut andil dalam kehancuran bangsa indonesia. sebutkan satu peresiden yg bisa mengurangi rakyat miskin indonesia.,2025-05-02 16:58:29
instagram,"""Wapres yang Tertukar''

Boleh gak sih, ini di bikin Film Layar Lebar yang bercerita tentang ""Wapres yang Tertukar'' dimana peran utama nya ferry irwandi dan gibran (Gibran bisa diperankan oleh orang lain) di film ini. dan saya yakin film ini akan mengalahkan rating film JUMBO.",2025-05-02 16:58:29
instagram,"Bagus pak Gibran, tetap berpikir positif, setiap manusia punya kelebihan dan kelemahan, lanjut ",2025-05-02 16:58:29
instagram,"gue kesini lagi, karena dapat tugas untuk presentase soal bonus demografi",2025-05-02 16:58:29
instagram,"Bagus lu fer, 2029 lu nyalon ya...biar bacotan lu jadi nyata dan bisa diraih, gw vote buat lu dah.. dan gw berharap kalo elu jadi pemimpin kita, elu bubarkan polisi dan politisi",2025-05-02 16:58:29
instagram,"Sama bagusnya ko.. Konten ini bagus, Mas wapres juga bagus ada Vidionya jelas dan nyata",2025-05-02 16:58:29
instagram,"Latihan dulu pak wapresss , saya yakin kamu bisa kayak gini juga, masih banyak waktu koq, latihan dulu tiap hari sampe tahun depan️, atau tahun depannya lagi, atau sampe 2029 juga gpp , semangatttt ",2025-05-02 16:58:29
instagram,bung ferr godd job ,2025-05-02 16:58:29
instagram,Buzzee jadi minder,2025-05-02 16:58:29
instagram,Sampean AE wapres e mas....,2025-05-02 16:58:29
instagram,Semoga Indonesia   pejabatnya nyimak viti nya bang very,2025-05-02 16:58:36
instagram,Keren abis!! Dia maparin materi langsung narep,2025-05-02 16:58:36
instagram,"Yang ini lebih wapres material dari pada yg onoh, gimana dong? Yuk bisa yuk bang, pasti bisa Indonesia Emas sih iniii ",2025-05-02 16:58:36
instagram,Ini baru berkualitas,2025-05-02 16:58:36
instagram,"Percaya diri dengan gagasan bermutu bukan karena jabatan
Ngga kaya sebelah, jabatan udah tinggi tapi tetap ngga percaya diri ",2025-05-02 16:58:36
instagram,Bahas remaja kritik  dedy mulyadi bang,2025-05-02 16:58:37
instagram,Bang Feri di suruh tugas jadi Wakil presiden belum tentu bisa,2025-05-02 16:58:37
instagram,Lebih cocok jadi wapres,2025-05-02 16:58:37
instagram,"enakan nonton ini ada data dan pemaparan nya rapi, gk Ada kata2 “kita harus” ",2025-05-02 16:58:37
instagram,"Di channel gibran ga paham, di sini baru paham bonus demografi. Gibran emang gak ketolong emang ",2025-05-02 16:58:37
instagram,ini abang dngan latar belakang ekonomi kah pendidikannya.. kerennn skalii pnyampaiannya bang sampe ke ilmu ekonomi ,2025-05-02 16:58:37
instagram,Mantap ,2025-05-02 16:58:37
instagram,"Jadi intinya pemerintah kerja, kerja kerja ya..mulai dari sekarang untuk mewujudkan itu, kita tunggu dan kita lihat bersama..",2025-05-02 16:58:37
instagram,14:19 booming ,2025-05-02 16:58:37
instagram,"Ga kebayang kalau mas wapres tiba² disuruh ngomong ke gini, ngejelasin hal² yg jelimet ke gini mungkin isi video nya hanya suara jangkrik Krik...krik...Krik....sunyi senyap kaga ada omongan apa² cmn berdiam diri sambil mikir yg entah mikirin apa gitu ",2025-05-02 16:58:37
instagram,yg ini baru bener,2025-05-02 16:58:37
instagram,Pada dasarnya ini kolom Opini di surat kabar tapi wujudnya video. Nice,2025-05-02 16:58:37
instagram,nonton podcast GIBRAN bawaannya MEN-CEMAS-KAN...nonton podcast FERRY IRWANDI bawaannya MEN-CERAH-KAN juga MENG-GEMAS-KAN...,2025-05-02 16:58:37
instagram,"Setelah nontoh video mas ferry, saya sadar video wapres gak ada isi nya. ",2025-05-02 16:58:37
instagram,"Baru pegang hp bentar, notif dari 𝓥𝓘𝓒𝓣𝓞𝓡𝓨007 langsung bikin melek ",2025-05-02 16:58:44
instagram,Good job bgg,2025-05-02 16:58:44
instagram,"Bonus demografi versi real, logis dan solutif ",2025-05-02 16:58:44
instagram,Iseng-iseng berhadiah di 𝗩𝗜𝗖𝗧𝗢𝗥𝗬𝟬𝟬𝟳 malah jadi ketagihan ,2025-05-02 16:58:44
instagram,yg gue tau dan gue rasakan bonus demografi saat ini HANYA UNTUK KORUPTOR. karena mereka lebih banyak menikmatinya. Tidak pantas bagi pejabat membahas bonus demografi selama korupsi tidak diminimalisir. bahkan lebih parahnya masa sekarang terjadinya PELEMAHAN MORAL DAN MENTAL MASYARAKAT dengan berbagai propaganda dari luar dan dalam negeri dan pemerintah kurang bisa menyelesaikan masalah itu secara cepat dan tepat. ,2025-05-02 16:58:44
instagram,Lebih masuk akal dari yg dibabarkan gibran,2025-05-02 16:58:44
instagram,"Yang mungkin lu ga sadari, subtitle yang disengaja

RnD = randi
ICOR = I S O R
U name it = Unemid
GDP = JDP
Buming = Booming",2025-05-02 16:58:44
instagram,"Lebih enak dipahami yg ini siy, soal knowledge ga perlu pake gimmick2 lebay tapi isinya daging.",2025-05-02 16:58:44
instagram,Lau aja bang wapresnya ,2025-05-02 16:58:44
instagram,"Seperti obrolan di warung , tukang warung hanya berharap bukan cuman ngopi, jangan lupa beli juga gorengan .",2025-05-02 16:58:44
instagram,"klo aja pemerintah bener2 kerja, even ga terlalu gede tpi perlahan dlm 10 taun kemaren, mungkin indo saat ini udh lebih siap buat naik level di 2030, kek ibarat mesin nya udah gerak walaupun agak seret, tinggal di maintain biar makin lancar muternya, tinggal di sentil doang udh jadi ni negara.
tpi apa daya, jangan muter,keknya mesin ny aja rusak smua awjkkawkwa",2025-05-02 16:58:44
instagram,"Awokowokowok, One Take, No Prompt ",2025-05-02 16:58:44
instagram,lihat video ini semakin membuatku.....MENANGIS....kenapa 58% pilih anak muda yang masih MENTAH !!!!!!!!!!!!!!!,2025-05-02 16:58:44
instagram,"Baru melek mata, notif saldo dari 𝑽𝑰𝑪𝑻𝑶𝑹𝒀𝟎𝟎𝟕 udah nyambut ",2025-05-02 16:58:44
instagram,Gibran pun tersindir ketika melihat video ini ,2025-05-02 16:58:44
instagram,Liat yg ono blm ada satu menit dah bosen puolll,2025-05-02 16:58:44
instagram,"sajigggg keren bgt, kepikiran aja hahaha",2025-05-02 16:58:44
instagram,Bung ferry harusnya the next wapres ygy,2025-05-02 16:58:44
instagram,like aahh,2025-05-02 16:58:51
instagram,"betul mas China bisa head-to-head dengan US, karena berintegritas dan berani memberantas corruption & nepotism",2025-05-02 16:58:51
instagram,"Bonus demografi bisa jadi game changer kalo pemerintah mau serius  mendukung dan berbuat sesuatu utk rakyatnya khusunya anak muda yg menuju usia produktif  itu kesimpulan yg bs kuambil dari video mas ferry

Nah kalo dari video sebelah jujur muter2 doang dia ngomong asli jadi ngantuk",2025-05-02 16:58:51
instagram,"Nangkap banget bang, siap mulai mempersiapkan diri menyambut sistem yang akan ada nantinya dengan perbanyak skill. Minimal klopun sistemnya nggak jadi juga, setidaknya masih bisa bersaing ke sistem diluar sistem indonesia. Jgn ujung ujungnya udah lah sistemnya gk jadi, kita juga ketinggalan skillnya malah jadi beban....",2025-05-02 16:58:51
instagram,"Saya punya firasat kuat kalau bonus demografi di bawah kepemimpinan presiden kali ini terancam gagal, ini hanya firasat saja ya.. Soalnya masih jauh dari gambaran  dan struktur dari negara maju, soalnya sistem negaranya aja masih ko×up banget, banyak sistem yang di hancurkan, dan lain lain, hukum juga semakin tumpul di atas dan semakin tajam ke bawah, bukan tajam lagi.. Hukum mematikan untuk kalangan menengah bawah. Itu saja belum bisa di benahi, 76 tahun Indonesia merdeka, dan pemerintahan sudah berjalan 8 kali presiden, apa Indonesia pernah ada di titik kejayaannya?? Belum.. Belum bisa, dan gue rasa belum bisa juga untuk 5 tahun ke depan, terlalu singkat kecuali, pemerintahan di rombak secara total dan mereka yang tak kompeten diturunkan dari puncaknya, dan negara kembali ke genggaman rakyat untuk memilih dan merembukkan lagi tatanan negara.",2025-05-02 16:58:51
instagram,"7:36 typo buat editor harusnya ""GDP"". Ini term yg sangat penting dan beberapa kata ga masuk di subtitle",2025-05-02 16:58:51
instagram,Gokil one shot,2025-05-02 16:58:51
instagram,"Thank you, penjelasan nya mudah dipahami untuk org awan seperti saya ketimbang omongan Prabowo pas diwawancara para jurnalis kemarin.",2025-05-02 16:58:51
instagram,"Bahas soal ternak bot dan penggiringan opini bang fer, ini udah darurat di media sosial",2025-05-02 16:58:51
instagram,"Kalo asumsi dasar konstruktivisme disetiap kepala 280 jt-an orang menjadi prinsip, bisa jadi bonus demografi ini bisa cepat dihadapi. Mulai dari sadar akan realitas sosio-politic dikonstruksi s.d. pentingnya peran identitas dan kepentingan",2025-05-02 16:58:51
instagram,"Banyak pejabat dinael contoh banyak karya rakyat Indonesia yang tidak di akui, contoh mobil listrik kompor biomasa, dll",2025-05-02 16:58:51
instagram,"NEXT KONTEN TENTANG ""Hilirisasi dan Masa Depan Indonesia"" ya bg Ferry",2025-05-02 16:58:51
instagram,"Jadi ingat kata kata pak Mahfud pas debat capres lawan 02, ternyata ada benarnya. Konten ini lebih maksimal dan berbobot, karena isi kepala sendiri²",2025-05-02 16:58:51
instagram,"Kalau Mau jujur nih...
Dengan lapangan kerja yang terus terbatas, 
Sejatinya saat ini dan nanti tiap bayi yang lahir hanya lah beban demografi.
SDM kualitas terbaik akan milih kabur ke luar negeri yang banyak lapangan kerja.
Yang tersisa SDM payah dan masih sulit kerja karena kelak makin minim lapangan kerja.",2025-05-02 16:58:51
instagram,@Gibranrakabuming Harus Belajar lagi sama abang ini...,2025-05-02 16:58:51
instagram,No cut,2025-05-02 16:58:51
instagram,Bran.... Bran... main kesini Bran... yuhuuuu,2025-05-02 16:58:51
instagram,"Sekali lagi saya sampaikan, harusnya orang ini yg jadi wapres",2025-05-02 16:58:51
instagram,kita see 5 tahun kedepan,2025-05-02 16:58:51
instagram,"oh, jadi ini prekuelnya....... kalo di BDCU (Bonus Demografi Cinematic Universe), episode ini adalah awalnya, terus timelinenya pecah, baru masuk ke video Pak Wapres yang mengambil waktu di earth 9023, jadi paralel gitu guys... karena khan om ferry bilang ""di masa depan"", nah, video di earth 9023 itu versi yg gagal memanfaatkan bonus demografi",2025-05-02 16:58:59
instagram,"Sistem pemerintahan udah bobrok banget sebenarnya harus di benah lagi apalgi wapres kita pelanggar konstitusi contohnya itu aja selalu anak muda yang disalahkan tu salahkan pemerintah yang hanya mementingkan perutnya sendiri rela negara ini semakin bobrok, dunia pendidikan contohnya salsa masuk tv one berita gak penting ini contoh gagalnya pendidikan di Indonesia, orang miskin banyak anak semakin banyak kemiskinan, pejabat negara yang bobrok dalam memimpin negara, nepotisme, dan korupsi yang mengakar dari pejabat ke masyarakat miskin",2025-05-02 16:58:59
instagram,MANTAP BUNG FERRY...BEDA JAUH SAMA NARASI SAMSUL SUKATRO...,2025-05-02 16:58:59
instagram,"kalo cara berpolitik didalam negerinya Rusak maka bonus demografi gak berguna. Politiknya rusak maka semua sendi berbangsa dan bernegara ikut Rusak, merusak SDM dan sumber daya alam. maka indonesia emas cuma Onani. Reformasi Politik Harga Mati.",2025-05-02 16:58:59
instagram,absolute cinema absolute cinema,2025-05-02 16:58:59
instagram,Bang ditiruin sama pak wapres tohhh,2025-05-02 16:58:59
instagram,"gua ada pertanyaan untuk bangsa ini.? mengapa pemerintah, presiden dan wapres nya PD mengatakan indonesia masju di 2030 dan 2045.? curiga gua, jangan2 kelen mau menjabat sampai tahun segitu..? seharusnya kan kelen gak usah ngomong gitu, karna kelen bukan mengusahakan untuk negara ini bisa maju, itu udh diluar 5 tahun kelen, kok bisa ngomong begitu kelen.?",2025-05-02 16:58:59
instagram,Ini baru berisi ngga kosong ,2025-05-02 16:58:59
instagram,Jangan remehkan keberhasilan Belanda. Dengan program kemiskinan dan kebodohan... Menjadikan dunia ketertarikan pada Indonesia,2025-05-02 16:58:59
instagram,Bang Fer ajak Gibran Podcast dan Diskusi tentang ini dong kan Topicnya sma ,2025-05-02 16:58:59
instagram,anjaaaay gameshark dah lama gk dnger gw terakhir yobain zaman ps2 kaset dlwkwkkwkw,2025-05-02 16:58:59
instagram,Video lu lebih mudah di mengerti bang thx,2025-05-02 16:58:59
instagram,Jenius sih ini ambil moment nya ,2025-05-02 16:58:59
instagram,12:20 Makasihhh makasihhh udah mewakili,2025-05-02 16:58:59
instagram,"hebat bang, keberanianmu patut di acungi jempol",2025-05-02 16:58:59
instagram,"KALAU CHANEL INI SAMPE TAKEDOWN BERARTI BENERAN INDONESIA GELAP GULITA
welcome",2025-05-02 16:58:59
instagram,Masalah China+India = INDONESIA,2025-05-02 16:58:59
instagram,"Misal yah, ini misal, level public speaking nya mas Gibran itu sepadan aja sama mba Tsamara Amany aja, ga perlu lah sampe level bang Fer, mungkin akan sedikit membantu image mas Gibran.",2025-05-02 16:58:59
instagram,Ini baru daging ,2025-05-02 16:58:59
instagram,"Bagus ini nih..
Yg onoh koponk....",2025-05-02 16:59:06
instagram,"2:31 bro ijin koreksi
""Agar supaya punya"" Sungguh pemborosan kalimat. 
Harusnya pake ""agar"" Atau ""supaya"" Aja, pake satu aja biar kalimatnya ga rancu soalnya pemborosan.",2025-05-02 16:59:06
instagram,Menonton bang feri lagi memasak.. mantap bang,2025-05-02 16:59:06
instagram,"Judol diberantas dan sektor pendidikan di perbaiki.
Berantas korupsi. 
Insya allah Indonesia bisa.",2025-05-02 16:59:06
instagram,"Bonus demografi akan bisa di sebut bonus jika pemerintah dapat memberikan pekerjaan seluas luasnya dengan kedisiplinan ilmu yang sama seperti yang di dapat waktu seseorang itu sekolah.Akan tetapi bonus demografi akan menjadi senjata yang makan tuannya,jika pemerintah tidak dapat mewadahi mereka dengan pekerjaan yang layak.Sesederhana itu!!!",2025-05-02 16:59:06
instagram,"Ga bisa berenti mikir gitu. Kita nonton video begini, kita bahas begini, kita usaha ngga langsung ntah idk. Kita berharap mereka bertindak lebih baik, kita mengingatkan, kita mengendalikan ga langsung

Tapi... Ya cuman itu...
Kalau mereka ga baik gmn?
Klo mereka ga denger
Ga liat, ga tahu, ga mikirin, ga peduli
Ya sama aja kan...

Gua jg bingung hrus digimanain ya...",2025-05-02 16:59:06
instagram,Cakep ,2025-05-02 16:59:06
instagram,"ORANG BEKERJA DI AUSTRALIA JADI PETANI DENGAN GAJI 30juta Biaya Hidup 10 juta, MASIH BISA NABUNG 20 juta.

Kalau kita ? Wakakakaka  beda kelas Petani Negara Maju dan Berkembang ",2025-05-02 16:59:06
instagram,Yang ini lebih layak jadi wapres,2025-05-02 16:59:06
instagram,Mana bisa wapresnya ngomong kek bang feri ,2025-05-02 16:59:06
instagram,"Memang gak waras njir pemerintah,
Makin hari pengangguran dan PHK meningkat, bukannya kasih insentif ke perusahaan lokal, atau gak minimal prioritasin lokal, masih aja perusahaan lokal di cekek dengan produk2 impor, 
yang penting mah ada uang buat lewat bea cukai dan pemerintah, kalau begini terus sampe 2030 udah keburu chaos nih negara, Industri lokal mu lagi di bantai woi.",2025-05-02 16:59:06
instagram,BRAZIL ADALAH SALAH SATU CONTOH NEGARA YANG GAGAL MEMANFAATKAN BONUS DEMOGRAFI,2025-05-02 16:59:06
instagram,"Tom sam chong pernah berkata
Kosong ( instagram gibran ) adalah isi ( instagram bang fery ) dan isi adalah kosong.. 
Jadi klo gak mau kosong ya jangan nonton channel nya mas wapres ",2025-05-02 16:59:07
instagram,"Semakin pintar bukannya semakin enak tapi kok semakin sakit ya, gini amat fakta",2025-05-02 16:59:07
instagram,Kelasssss kali kau bg ferry  jauh kualitasnya kalo dibandingkan ngomongnya dengan yg dapet bonus dari bapaknya dalam mencari kerja itu,2025-05-02 16:59:07
instagram,Bukankah usia produktif di indonesia kebanyakan jadi karyawan yg bekerja untuk keuntungan negara lain.,2025-05-02 16:59:07
instagram,ini keren pemerintah semoga peka terhadap realitas,2025-05-02 16:59:07
instagram,"Gibran vs Ferry Irwandi bahas tentang negara ataupun ekonomi negara, kira-kira kedua belah pihak mau ga ya?",2025-05-02 16:59:14
instagram,"Malem minggu gak galau, bareng 𝗩𝗜𝗖𝗧𝗢𝗥𝗬𝟬𝟬𝟳 saldo ngalir ",2025-05-02 16:59:14
instagram,keliatan jauh banget pinteran bang fery dari pada gibran ga ngerti apa apa,2025-05-02 16:59:14
instagram,Bangke nonton di yutub wapres bingung intinya apa? Eh disini menit awal lsng paham #suwer,2025-05-02 16:59:14
instagram,"Keren .. pinternya natural
Ga dipaksakan.
Yg sono hrsnya belajar dri bung feri irwandi
Kalau pinter dipaksakan ga bakal bisa..yg ada cuma kossooong.",2025-05-02 16:59:14
instagram,beda kelas bang beliau terbaik Internasional,2025-05-02 16:59:14
instagram,"Sumpah gua kecewa bgt udah pilih 02. Jauh dari harapan
Ya semoga dg kritik kritik masyarakatnya pemerintah bisa jadi lebih baik lagi",2025-05-02 16:59:14
instagram,Coba banding dengan cara gibran ngomong di chanelnya pandangan matanya fokus gak pindah2 karena lagi baca gak bisa kemana2,2025-05-02 16:59:14
instagram,ih seru banget,2025-05-02 16:59:14
instagram,"Wah org ini hebat bgt, kmu hebat, semua pujian untuk otak kamu yg sangat cerdas itu.
Tpi buktiin kapasitas diri mu nti di kursi eksekutif mas",2025-05-02 16:59:14
instagram,One and only sih ini,2025-05-02 16:59:14
instagram,Disini kok Like nya gak lebih besar dari pada Views nya ya ,2025-05-02 16:59:15
instagram,"Sini Mas @Gibran Rakabuming, ikutan belajar disini yuk. Isinya daging semua. Enak bgt dicerna. Gosah malu malu, siniiih!",2025-05-02 16:59:15
instagram,"CUMAN MAU NGASIH TAU AJA,𝐒𝐀𝐖𝐄𝐑𝟒𝐃 LAGI BAGI BAGI BONUS MANIAK NIHH ",2025-05-02 16:59:15
instagram,PAK GIBRAN RAKA BOOMING GAK TUH. ,2025-05-02 16:59:15
instagram,"Betul... Mempersiapkan masyarakat, mempersiapkan anak muda itu tugas dari pemerintah.... Ibarat kalau melakukan analisis SWOT, nah yang melakukan analisis SWOT itu adalah sang pemerintah, bukan masyarakat sipilnya ",2025-05-02 16:59:15
instagram,Pembawaannya bagus. Aku suka peri inwandi,2025-05-02 16:59:15
instagram,Makin skeptis kalo Indonesia gagal mengoptimalkan bonus demokrasi,2025-05-02 16:59:15
instagram,Mantap gan,2025-05-02 16:59:23
instagram,"YAkin...Bg feri  100% PAHAM dengan yg di omongin,bisa di ulang di tempat dan waktu yg berbeda",2025-05-02 16:59:23
instagram,"Kalo bonus demografi sebelah pake beli like,channel ini perlu beli dislike ga?",2025-05-02 16:59:23
instagram,"Rajin membaca jadi pintar,
Malas membaca jadi gibran.",2025-05-02 16:59:23
instagram,Fery rakabuming ,2025-05-02 16:59:23
instagram,Ini mah cocok bgt jadi presiden,2025-05-02 16:59:23
instagram,Kalau jumlah sarjananya saja belum bs mencapai 30% dr jumlah penduduk akan sulit tercapai jargon indonesia emas 2045.,2025-05-02 16:59:23
instagram,"Kalo aja rakyat indonesia seperti bang feri semua,hakul yakin gibran gak bakal jadi wakil presiden..",2025-05-02 16:59:23
instagram,"No prompter, no edit. 


Tidak dihina, tapi dia (g) mestinya terhina ",2025-05-02 16:59:23
instagram,Beli like instagram pake uang negara itu epic bgt sih ,2025-05-02 16:59:23
instagram,Nonton  video gibran bagaikan di hipnotis buat cepet tidur...,2025-05-02 16:59:23
instagram,Gua lagi di fase kecewa sih,2025-05-02 16:59:23
instagram,Bang ajarin deh tuh...mas wapres. Minta ke Om Ded buat jadi guru kursusnya. Kasihan negara kok punya pemimpin kyk gitu... Diajarin sebulan ama Bang Ferry... Bisa kali cuap-cuap klo mau belajar...,2025-05-02 16:59:23
instagram,"Hayoloh bg.. mnurut abang ferry konten abang ini sdh berhasil buat anak muda di indonesia lebih paham gak..? Buat anak muda di indonesia lebih mw bergerak maju gk..? Kok mlah lbih bnyak yg banding"" kan dgn konten sebelah..? Trus mnurut abang memperbaiki anak"" muda yg seperti itu mudah bg..?",2025-05-02 16:59:23
instagram,"Aku kasian sama yg sudah menjabat ini...hidup nya penuh hina dina...di hujad dimana2 ...di remehkan dimana2...kalau dulu kerja jadi bos martabak hidup lempeng2 aja ...pasti damai dan meng inspirasi...

Lha kalau ini dia kayak ketua karang taruna datang kesana kesini g ada yg menyambut dan memuliakan... sudahlah cukup mending mundur...",2025-05-02 16:59:23
instagram,Sependapat kang ferry,2025-05-02 16:59:23
instagram,semangat bang,2025-05-02 16:59:23
instagram,Klo beneran tanpa persiapan sih luar biasa keren bang. Lebih dari menteri² indo ngomongnya. Oiya menteri kan jabatan politik semata cuakzzzzz,2025-05-02 16:59:23
instagram,Nah nonton ini lebih daging sih. Yg sebelah ngantukkk polll mass ,2025-05-02 16:59:23
instagram,abang ini kalo ngomong terlalu jujur sekali gess,2025-05-02 16:59:23
instagram,Matahari kembar di pemerintahan membuat gaya tarik menarik yang pada akhirnya akan membuat satu frekuensi berfikir untuk menyudahi panasnya pengaruh iklim politik sebagai sentral kekuatan bernegara. Kembali ke jati diri seperti para pejuang kemerdekaan yang hidup kembali diera bonus demografi menuju generasi emas dengan pola pikir positif dan keyakinan sebagai manusia yang berketuhanan dengan berdasarkan Pancasila dan Undang undang dasar 1945. Merdeka!!! Untuk bangsa yang masih terjajah dalam berfikir kritis.,2025-05-02 16:59:31
instagram,Masa likenya lebih fikit dari yang ono mas fer,2025-05-02 16:59:31
instagram,"Givran sdh bayar ribuan buzzer ternak bapaknya, masih ngak bisa naikan vote, hny buang2 dana APBN",2025-05-02 16:59:31
instagram,lihat video ini kyk lihat professornya Money Heist paparan :D,2025-05-02 16:59:31
instagram,Yang sebelah pakai buzzer like bang,2025-05-02 16:59:31
instagram,"Segala gala nya ambyar bg, semua dikorupsi sama pemerintah",2025-05-02 16:59:31
instagram,Nah ini baru gak kayak baca berita,2025-05-02 16:59:31
instagram,"Bang editor ""policy"" bukan ""polusi"" 3:47 jg bukan ""polisi"" 3:49 ",2025-05-02 16:59:31
instagram,"3:56 kalo polusi china udah mulai ngurang,sekarang banyak yang pake mobil listrik/sepeda listrik",2025-05-02 16:59:31
instagram,"Video ini lebih padet dan lebih terfokus pada point2 nya daripada yang sebelah, belepotan kemana mana, isi pembicaraan tidak jelas",2025-05-02 16:59:31
instagram,Wishlist nambah mulu gegara 𝗩𝗜𝗖𝗧𝗢𝗥𝗬𝟬𝟬𝟳 ,2025-05-02 16:59:31
instagram,"Baru klik V𝐈𝐂𝐓𝐎𝐑𝐘𝟎𝟎𝟕, saldo langsung senyum-senyum",2025-05-02 16:59:31
instagram,"Baru buka mata cek notif 𝕍𝕀ℂ𝕋𝕆ℝ𝕐𝟘𝟘𝟟, saldo nambah kayak sinyal wifi ",2025-05-02 16:59:31
instagram,Tiru a-mati  modifikasi ,2025-05-02 16:59:31
instagram,Semoga yang sebelah nonton ini biar buat evaluasi diri,2025-05-02 16:59:31
instagram,"bonus demografi kan harus diasistensi pemerintah kan ya, tapi pemerintahannya kurang mendukung. yang lebih diutamakan makan siang ""bergiji"" geratis daripada pendidikan berkualitas geratis.",2025-05-02 16:59:31
instagram,"Isi jelas, beda kapasitas",2025-05-02 16:59:31
instagram,lebih berdaging omongan bang fery dari pada si gabrin ,2025-05-02 16:59:31
instagram,Sampai saat ini pemerintah masih jadi perenggut mimpi anak mudanya.bahkan bermimpi aja gk boleh disini.dengan membiarkan para preman minta jatah itu sudah seperti kembali ke jaman batu.mereka tidak bertindak.,2025-05-02 16:59:31
instagram,"Simple nya pemasukan negara masih dari pajak, kita gak pernah berupaya Import",2025-05-02 16:59:40
instagram,"Funfact :

Jumlah Dislike video pak Gibran tentang Bonus Demografi >>>> Jumlah Like video bang Fer tentang Bonus Demografi ",2025-05-02 16:59:40
instagram,Anjir bang lu savage asli  keren,2025-05-02 16:59:40
instagram,Ini namanya kritik membangun bro ,2025-05-02 16:59:40
instagram,"Hidup itu sesuai kompetensi elu aja kalo blom mampu jadi presiden gak usah maju kasi kesempatan pada yg lebih mampu, cukup pencitraan gorong gorong sebagai pembelajaran tanpa hasil",2025-05-02 16:59:40
instagram,Coba semua pejabat bisa seperti ini,2025-05-02 16:59:40
instagram,"Indonesia talking a lot meanwhile MY,SG and VN getting better and better",2025-05-02 16:59:40
instagram,"Harusnya yang jadi wakil presiden bang fery, kemaren nonton yang ono bawaaaaaaanya ngantuk sumpah kosooooong ",2025-05-02 16:59:40
instagram,Klo pemuda yg jd wapres modelnya kayak Mas Ferry Irwandi gini saya rela wes..,2025-05-02 16:59:40
instagram,"mksdny klo banyak yang kerja banyak pajak masuk y, pajak enak, tapi bang sebelum masuk ke masuk bonus demografi, generasi udah banyak di rusak dulu sebelum di panen, aku jdi takut generasi muda skrng hny suka scroll sosmed dan bermalas malasan, semoga pemimpin dan pejabat bisa mengarahkan generasi untuk siap bersaing",2025-05-02 16:59:40
